location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
9507,Ceboruco,no2,0.029,ppm,2023-01-20T12:00:00+00:00,2023-01-20T06:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.032,ppm,2023-01-20T13:00:00+00:00,2023-01-20T07:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.038,ppm,2023-01-20T14:00:00+00:00,2023-01-20T08:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.036,ppm,2023-01-20T15:00:00+00:00,2023-01-20T09:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.045,ppm,2023-01-20T16:00:00+00:00,2023-01-20T10:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.025,ppm,2023-01-20T17:00:00+00:00,2023-01-20T11:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.026,ppm,2023-01-20T18:00:00+00:00,2023-01-20T12:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.019,ppm,2023-01-20T19:00:00+00:00,2023-01-20T13:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.015,ppm,2023-01-20T20:00:00+00:00,2023-01-20T14:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.019,ppm,2023-01-20T21:00:00+00:00,2023-01-20T15:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.019,ppm,2023-01-20T22:00:00+00:00,2023-01-20T16:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.025,ppm,2023-01-20T23:00:00+00:00,2023-01-20T17:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.034,ppm,2023-01-21T00:00:00+00:00,2023-01-20T18:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.039,ppm,2023-01-21T01:00:00+00:00,2023-01-20T19:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.03,ppm,2023-01-21T02:00:00+00:00,2023-01-20T20:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.047,ppm,2023-01-21T03:00:00+00:00,2023-01-20T21:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.035,ppm,2023-01-21T04:00:00+00:00,2023-01-20T22:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.033,ppm,2023-01-21T05:00:00+00:00,2023-01-20T23:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
